id,saleprice
1341,103635.6105252394
521,296292.40591455426
2136,129777.3576309708
996,190500.61454628396
227,145657.35951514915
135,155372.3935100589
1167,172994.75416850753
294,220715.53595594474
1776,221007.5693434315
540,205932.82025418762
1717,186042.16162932623
2303,118732.99332927118
116,182443.46256213737
127,118777.29538082564
1371,137078.6466185269
1014,210032.87575609103
1507,87274.38981656363
702,159502.21133806973
750,170787.4495098842
261,161657.55099982652
1559,64361.33038813394
577,238708.05070440326
2812,225823.4885533853
2080,171362.86867256626
1368,118326.7602731926
2376,113990.64290593573
659,90226.13591958123
1235,120415.85447389772
332,72647.65850866033
1917,138634.38163855387
2094,256211.00661308272
1460,285686.4763176281
1471,201345.9328483579
1509,119748.11673539397
1922,120154.73368677922
433,383329.9083810627
460,265561.08398724505
1116,262964.6696076685
1137,183398.9618222707
53,189794.15274300968
2354,250291.5682025028
1475,218570.2086049664
1761,457831.9769001678
842,137370.64249592536
2739,173854.96549726362
2509,184258.78456296644
1007,218556.8812414009
2610,181309.2934508057
1952,77933.14766976592
2719,197545.8456439376
2921,85926.68331447351
1966,135013.8634927267
292,123820.86888156761
1204,217088.70865253935
1829,246183.3550507906
2419,205767.1988191596
391,173061.41397136363
798,136682.56518727407
481,202545.68861739303
193,199283.0594532909
555,123963.52295349463
899,58338.73758322872
2357,209200.31479506334
328,109825.35360633233
1356,117747.72230310389
1154,107854.94886703265
1730,181815.35712235642
2249,149106.2920531488
1119,268260.0426966579
2856,131808.5980451249
1394,141857.65841220264
2587,125501.22222636294
61,317449.6815956339
2661,203215.80843146215
2711,143910.75875938786
1147,191297.49230746186
757,133587.23673290174
2623,77846.17055578541
2378,164269.41341554877
1413,147486.5738459198
1722,234570.38973757945
1112,220801.47075454833
1623,192719.77884555093
1201,194137.60170672936
1513,85678.405442532
957,509895.73082850355
1171,263824.728377797
1145,214221.62133224373
2726,246680.9401803597
703,161073.34241032627
760,57747.29161562455
1964,119780.80523148118
2512,196408.55917570845
159,161996.7355182278
1281,179241.5621085898
468,184833.89166243462
290,128299.18877466954
665,106336.5045974491
1463,286055.5931851152
1792,237482.73351930018
923,144274.0040255458
500,268445.28126942896
1408,147683.0645807258
331,54567.821136758284
170,96644.58736081648
2192,81505.24562863438
2571,315347.7548632808
2314,181566.9766098142
2647,90091.7745074305
422,347502.83777918207
2457,325670.7914884129
1838,206501.47826289694
2805,272949.4932778197
1645,180118.62963181938
1711,287350.0056257276
2825,253581.45204320643
322,317777.8362043549
2103,273405.87458665395
342,147337.3983134485
600,91314.24865110172
488,197089.93464273802
1725,297114.3421932859
2246,248988.4042275577
2847,157811.0880524457
806,256699.78353800852
530,240718.7452861413
963,193153.72933930095
2678,59016.41363884011
171,62412.414757922365
2401,353374.65838237404
805,226794.18762423063
2259,210458.22710072517
1748,193416.59853673406
1361,160663.4988693292
1677,140381.1708783796
1406,156439.8768030317
2322,248757.16917005618
688,180335.7330178946
143,136787.57868886474
804,211916.86585473106
1214,173775.653677277
2828,156653.7136102693
1999,191577.21079035546
2467,216016.83883380995
2665,186557.76588322112
1538,317084.7912468151
398,99984.56198004982
2822,146561.98456206633
2157,148553.30789647836
1856,173684.00264160254
1269,100801.56228877822
2570,121977.27245480861
2320,261885.69219540473
1517,152835.932999919
2304,119535.16774790833
1312,86101.85653977116
2012,142594.4474446404
506,248517.88279114472
2865,203029.35235697468
2367,127054.73507182972
554,119927.52844331329
238,139674.03851993434
1954,111175.89854425681
2488,167552.91962247237
2291,87738.06142863742
1969,94623.50708791011
2725,159772.9655555056
1482,148541.71545892517
2763,218166.99353196513
503,240504.3897312014
1584,242812.65397630463
1531,164590.52388379822
2210,184893.87489363566
459,298470.09614587185
556,129428.9971942537
1347,155011.10188153814
1290,84516.24569432781
1388,107365.22654699953
1571,375519.1130436195
2754,214406.39089338487
765,135559.95250621985
2494,129373.31600110803
2870,187285.26405120594
7,231734.07873047196
1114,239339.01158099732
2418,283980.199047829
291,134761.58100253087
18,309874.0434356904
39,303599.5782347911
1001,251904.64292629226
2442,241614.68425723753
616,118298.14383408919
2680,52610.758019368266
1414,113744.51811631268
289,131515.2700788573
40,269762.20602755283
860,127146.95353895702
409,146438.48418477358
673,149867.33414971927
2427,190569.82752619783
2036,204784.03710889176
2564,139879.98706824583
642,182143.5720712727
1008,193035.74292717688
1908,161234.50427529938
2519,213493.18432750652
1369,94022.81653855025
2855,177840.0741829917
712,88273.99941966179
1943,87632.92112366707
1958,145237.7820787606
107,183410.2831675507
2295,206291.0282545
704,105606.97033379928
676,127167.8116924295
259,190622.7069560189
93,281259.50770059583
106,249712.25798426272
2315,193772.4808347258
1050,113673.12186787609
1095,211207.272041219
2709,139511.13134617097
758,166267.36862726466
1496,163248.11839286378
2370,140110.6806688054
2458,258758.21447187575
2733,118358.35514508787
161,261762.72882171173
726,156885.42257988377
845,222670.29329382489
947,267142.79405571223
2232,110363.07963269943
2563,156157.35181112745
2299,161404.3577211799
211,103994.42266267791
605,191428.8716800559
1478,231901.1629254882
2247,249713.94738392695
2274,219816.19857617456
2869,181656.23542176397
967,231643.53855110385
2656,74884.37335671982
667,243674.30196637468
1042,129524.75562396584
2023,174358.97076125463
2447,339261.2125789482
2055,134897.53199057627
2275,280222.54812680226
2204,162957.9300172493
1563,246465.8720617621
483,211427.41874326358
796,123673.1802483128
1526,161726.6036208574
2042,187317.35319394062
442,309185.3395703362
1693,297016.9721614206
1468,223982.2223093871
1430,185641.5713883071
2605,170289.92352203868
1529,188372.75493794255
335,154230.76146637776
1287,129323.43157081248
31,108883.21222058567
1785,250443.90012760402
82,173501.38566227187
2620,130566.11963913887
252,217817.65783340146
721,42653.26269881724
2165,185859.70886973964
2316,182896.75946306187
775,127576.63395730415
1558,108117.86674136421
17,234851.4294730632
1022,240211.22856981767
925,108242.34575247741
438,279236.7705077374
1270,146072.66757778527
1272,120866.95824818398
215,129770.77645773761
266,229625.89055704192
2402,267593.964963786
1250,133673.31384646992
1984,103660.07189691195
1279,143831.60735958497
377,256689.85053967132
1252,131470.14401349414
2156,266240.98409608816
499,297063.5645066446
1374,137820.44239167584
2898,266868.41111021617
401,104807.09235389973
2721,169710.01252531202
2078,222622.72559314704
2589,128139.3962943546
1946,247542.28389659227
1334,116720.45876197604
2781,244805.9796559345
431,347098.9553476572
576,212225.57544189045
1474,219402.55785114673
2254,167897.41130235643
2155,289673.0654267199
885,86277.97619147963
643,143229.7106982543
1944,120590.25992301249
480,211630.17743437813
2845,85126.53399421848
2387,299070.62718537153
2407,211144.61565391975
2527,182025.78359901864
2514,179062.76091596804
629,187732.14650605322
80,216845.48064370092
1876,138695.78447388136
1546,127760.86330342991
2518,176235.43379808601
2347,168811.53033989397
783,178525.1329540469
1322,40535.12500265168
194,58827.401309232635
1770,273568.9698043993
2143,124982.76282323306
1229,214955.7646474762
511,274854.8504358471
46,210383.5137898004
1348,191623.41978971995
2465,214420.3758140196
387,249431.32061310852
873,214300.865659372
1918,116752.5093130554
2764,249681.43775506457
2184,117689.0599319835
934,148122.35459453633
1920,122210.64051910758
2631,158740.17679101074
1768,459554.9292889238
2040,93584.95382475294
1749,230301.32480520592
834,238720.83900209778
1457,249625.46675135795
79,131401.89806262322
2302,114104.9582965913
1817,128933.47326115787
2755,248575.01207057788
359,175766.45462837938
2059,114173.77660757565
2092,249610.6804280912
2516,249903.16766843415
150,119424.18256993135
1656,154787.72903235894
83,107700.57323968667
2411,185770.19598291826
795,71032.90566254826
2312,252601.39259697916
2917,78684.84402244631
1624,201093.87294666335
2215,282182.78864880407
1211,157251.07066477853
1485,148557.17204232942
1024,174160.00806738064
570,182091.00291969895
2874,146948.22706303574
700,156229.70529159383
2756,230879.33445416228
2022,187691.50995308819
583,229432.8750096112
2392,312708.85374860745
2424,204973.25412778964
212,112621.86084104961
736,112055.02864546044
1610,172718.9750927111
890,115043.55444087964
467,183172.14259363184
578,257970.21348145755
1747,199584.34739868302
1149,175765.10197453032
2758,227559.77778396342
857,116248.14334622299
2219,259455.34593052283
733,119056.20166325677
2909,118375.32362865866
1798,280047.6162939213
235,109980.34781937709
2366,133254.64037689075
1027,139297.41370661318
1195,126865.95449896986
1303,4854.130577207034
148,179084.36691855823
608,150358.19470687443
2515,206612.16177735658
821,271288.77072996524
2500,284559.39475863805
745,100465.66201734249
741,140216.74870699033
1611,188607.68400990363
2532,126207.95584727166
1081,217753.43597022473
1692,357424.59110560006
2520,200750.01488059765
276,118145.97669164452
1992,120534.8896330185
663,-3962.11876703451
418,154488.99359964934
1733,189362.4788467866
2359,163417.64490451306
253,208837.68586833618
1518,154771.5152034784
2035,156994.815513458
2919,73619.1525728004
1540,222494.22093398497
2120,159083.9967649363
1674,182110.96270128628
256,154370.94366319763
2361,91809.02411299944
978,66020.01124500332
2280,155841.56799435135
2095,230222.0747200325
1709,299939.0414811035
2801,243210.14720393607
1246,106952.65190073446
2373,127332.81513770798
1055,273466.41035641084
2017,114582.49922938168
1099,268279.1039944205
1344,76630.95578946263
835,206077.7197041746
1117,225454.11396373133
2043,77383.07936666152
2085,123149.76216691927
410,165471.13801364705
2650,127202.13995321264
2867,170863.4883334447
1668,121107.29758203967
1161,193460.196139389
2122,180869.8749066643
2539,143812.6776117516
1047,153046.9572069283
1445,121877.90016333116
541,135427.63321231885
569,210239.64739540342
1276,137440.6928149085
918,146751.85476518358
326,174639.56386547946
1936,111348.85327461563
895,85346.16294467536
257,142292.16199827127
1241,186164.7093697521
1545,118199.89868271345
1189,175476.69327653822
270,147815.10333547238
2066,194473.518408022
693,107592.37007765446
1259,174150.64571498067
2916,148535.56121593213
2321,275605.8876770696
1977,97089.55701051108
1895,166170.77096090105
1240,164539.72144812657
85,143284.57284116177
1823,110620.35177939502
825,271881.96403905755
110,223049.4599165077
697,114914.49632738312
2297,95870.8625746088
1231,134240.0139972546
1355,129674.71450888034
968,308921.2872266721
584,237125.0132748509
1315,98256.6382811802
1606,134373.4751064693
206,116742.482320637
1685,303540.66966336954
2016,120500.98462787387
869,233079.77420698025
2135,127303.60774515779
2346,193980.03965242192
2430,220632.40048966638
2198,91919.49941631017
2652,123697.10170038854
27,100404.07107307139
241,182033.6265826652
906,114071.80184549285
1506,97422.55385379773
2098,327536.54894707026
1435,216602.54723551706
2213,116002.07392032881
1274,158129.09219293622
743,1150.25754693606
1737,209223.25329169055
2797,275262.37034124305
2185,66351.56174733612
58,188998.9399683808
830,209387.80822991196
808,131369.89533042026
680,154197.42281928298
1153,115332.27416588037
1291,137467.5309191181
1818,163210.21814720164
2161,208514.61663055333
1883,130759.3534594106
350,304106.91976893554
2473,161292.57852838267
295,183017.7386798691
293,188384.72281812152
859,125129.09728873096
288,41894.60621690481
1578,146233.92941377254
102,172174.83570557856
2831,184811.69910082978
1030,185959.4263677388
2551,137915.91523570436
1286,133516.71350297553
958,299382.7842279474
776,127232.76367616537
72,199614.11415545008
2263,263355.63325077906
1866,156824.0688270868
2876,58030.27943379001
2146,276441.0768847654
103,191091.69243770756
1500,155927.1014868165
492,211440.90756369033
167,135960.53019781338
2597,104183.0397589521
2685,104414.355481153
1035,157370.03195093054
1220,33351.23767244154
2602,153545.78440321796
2159,223966.64276419015
695,167476.1879656729
1109,243770.2871941605
640,204650.805704766
1652,164745.28040436874
2090,217919.04958857968
1188,204228.6296327797
2345,243557.3961965327
1059,350840.7314553496
2751,252791.71481762704
128,187137.40620513953
1523,177058.63319402048
2925,160246.77171160682
2145,295493.10348215257
1121,241650.70932368952
566,285066.4515783171
565,222523.65319231234
1331,138004.49988085768
2928,118496.90192553023
156,131702.71537738503
797,144007.10070911673
327,85666.42114210871
2859,166595.97624061847
1453,110037.45593147748
1762,316184.68598005845
1868,211935.31826367474
1760,191731.7329870925
1113,268283.40348549763
1812,199467.1702535004
117,175132.368045773
1142,203221.92623460136
2342,321026.6862986368
927,128156.31264075171
2478,207409.52249498077
655,57025.29088317606
2064,116288.3631898117
369,230546.02688693494
2239,129069.9732794548
2732,206459.81700375798
1653,174635.73571685972
959,230526.5742650433
2395,299462.55849057116
1412,104646.11787205108
271,257166.85738156497
1484,148557.17204232942
1497,124827.04696915066
552,180371.99605022362
2,133707.75624554907
1855,267048.3920524493
4,250799.7217434232
2292,165428.6565012314
134,129946.10411004102
646,111800.84112164902
42,293921.73413985316
532,228251.88621495897
713,77503.1201729596
2561,127620.28080183023
2360,138638.5481296584
1333,107722.87478384419
1407,230647.91816857067
2892,283242.46974193555
574,234170.24528823566
1227,173642.67761997515
2591,239888.73907771747
1476,216905.67522113246
1125,264202.9663473456
1446,125355.45995191866
408,118472.19394250197
1101,287929.80459314625
2251,176933.56928992097
373,211576.75079015584
2554,116195.91707033204
2382,278801.40041285433
1985,66515.80210872655
519,236755.20042325364
1093,198442.68137089658
864,273020.9761995483
2889,160083.95790165378
2308,197201.23670645477
986,156976.3550680307
1302,157856.29817769412
585,171830.50033278638
2708,146791.48275259673
147,134421.66541607544
1441,227358.27382664225
383,167601.1002371964
285,147088.67950534602
181,114890.5236813208
358,174568.36911773938
780,170686.3004973801
258,215853.69859695714
1865,218109.57076946477
692,126184.51640961922
2902,295813.76838413003
508,281505.2091385307
2638,147534.34873665147
36,162845.37470237236
611,184224.37759239448
2281,136266.202554082
1678,140597.563046039
1696,361173.62937031226
1557,58163.18490443217
2180,154044.93574547715
1726,234131.0897937562
951,146824.85069125553
267,241162.83836773114
2706,125228.75129792467
2221,199997.86048424104
1357,173619.97232654132
2901,286001.77845166886
347,196888.3492533422
2164,205949.71872772597
1586,292344.98595379904
360,169687.5060651294
1769,233593.7468576596
2617,178172.06336892108
1879,171874.4222404382
991,214507.6761504265
1535,122836.23196854151
1191,169694.58704177954
1579,225259.618900712
1882,145704.39214721316
1510,122566.8844891632
2196,171431.09156990767
1845,172153.1679342694
2336,339376.767022365
942,97124.36368627314
861,110735.58099419464
2555,91616.00690599857
1392,149562.5532827812
2099,272044.40719846374
1543,139574.48692045026
948,260275.96966360317
1239,151912.99679560444
22,190858.97942370825
2796,247489.99561246712
2747,178854.05375311812
92,288408.5191220836
210,167056.25085688947
1858,215130.17315112072
2228,203338.54987232987
447,230559.43127562437
827,235647.56743893272
1649,219978.36468504893
682,131798.85682717926
2698,129925.88346870223
494,189538.92848287008
214,93069.84779723798
2441,258814.51014441001
2679,106266.5382498324
1336,102488.69835196558
465,202878.41666793753
1524,140078.428034743
2543,124693.12319323039
631,126667.3829681433
2452,295625.58635308524
228,168177.02930997417
126,158888.84488552072
1092,211421.01562265411
1122,216053.64538184018
932,208287.49903399398
1980,65575.87532252978
2171,104010.8903796545
551,171437.7731752307
2768,184325.3689400159
2056,116619.98553818685
1159,335782.9307132722
2645,125008.03561164514
1174,189377.6702337885
2266,222073.05939992733
2462,347899.87985269906
1219,128740.56262358179
2922,211715.8862255875
118,144525.41888496763
474,188112.06472196698
2576,171070.9301757188
872,271022.9231924644
1077,234906.45139550517
1536,145861.09762662422
1150,123443.92513440031
2341,280772.99557012774
1931,126291.75711019806
2785,123108.6205037011
2538,125382.53656210651
597,229277.8398464723
464,202540.54727831786
233,232541.87585420912
2169,123157.84358777088
2123,172361.4939846995
1867,177940.78788190693
137,265941.8750679
515,232454.03725880187
933,138609.36601061764
2784,179625.38614705869
972,168283.19683543989
599,175027.62807968754
2614,132213.14441966938
2582,133663.3284058001
1409,180664.87188098655
175,78083.04939426255
352,238229.78507164377
976,66083.12562723731
2134,219337.00727116008
984,105220.64596212408
2396,309442.71164164244
1673,161388.45622343587
404,131342.71811887255
607,152839.30396970198
814,150948.4792420889
868,219471.2283324721
2271,197238.33547972183
1633,232815.378422321
337,205727.21819253062
2765,198745.71417929773
1746,237141.68284249393
368,298773.3163124314
2806,217346.68478679023
1662,194618.72384910012
1234,204806.66873524402
1373,130767.75613208598
1672,101615.58475172007
1939,116475.00911155686
