id,saleprice
1856,169882.93105947317
1269,106025.28983571037
2570,120492.69126059569
2320,259736.89315315694
1517,147591.79445354905
2304,128763.35382060238
1312,71754.19983045873
2012,148897.9396726288
506,238684.23557777735
2865,211037.98671356324
2367,102223.91465234626
554,127157.43465716354
238,135561.30723662002
1954,108539.27912822258
2488,146449.42405089477
2291,66500.1887013226
1969,100061.68844634815
2725,175518.78636872416
1482,147983.58958393903
2763,208002.51049613717
503,250591.17150952385
1584,246867.15608726608
1531,169719.66344195887
2210,166633.42993181132
459,301711.5752564174
556,128192.72206000041
1347,153571.7297219649
1290,82276.39946018759
1388,105245.38463958882
1571,299108.1067043579
2754,221870.5371004873
765,121845.55419630904
2494,125232.52165847964
2870,196655.81927791671
7,217499.5334755398
1114,243789.53920620962
2418,294873.27082358696
291,125352.20877298518
18,311808.88791702304
39,316532.73917315365
1001,257791.22898154883
2442,245603.51328482383
616,116620.19844068633
2680,56961.20753656217
1414,98373.18499265763
289,140326.013493204
40,272448.1608403899
860,125199.4164842339
409,133890.2886338324
673,158243.93326293238
2427,189453.4121504297
2036,212271.9252901209
2564,151094.58195371457
642,160688.58264087085
1008,182143.5456241
1908,143071.95277640127
2519,203698.09158592115
1369,98851.57566437629
2855,174874.6716661715
712,94226.06743414816
1943,82283.48048977781
1958,158706.1239379799
107,178233.22825452758
2295,216340.74626985771
704,92105.34112509733
676,145238.31107449197
259,182263.7427116032
93,287258.34265399654
106,248583.59920220435
2315,195646.27811299395
1050,111369.7144972797
1095,217328.2184587605
2709,145520.88801824793
758,151141.25313759022
1496,172652.77347400543
2370,115730.82011257744
2458,263546.10451471305
2733,129037.0663371034
161,273677.39066667913
726,150844.9336188292
845,218644.68782610443
947,275193.96976163273
2232,108846.50616837133
2563,163779.3761684464
2299,153326.80150018356
211,99175.80709217265
605,169590.67634075848
1478,226391.10887775457
2247,256306.7611750778
2274,213704.99314734663
2869,189242.99002840978
967,223882.9771444424
2656,76718.53820051442
667,217500.46430656107
1042,104304.25433866607
2023,179654.9656426518
2447,339307.97481156513
2055,138682.90738776376
2275,292339.68489258655
2204,156351.99124416112
1563,253404.51505000758
483,213797.94073801555
796,113997.45762500932
1526,154752.40726595678
2042,171033.36117286255
442,310299.9028359684
1693,308060.15357655345
1468,234559.97825264858
1430,193777.75180589358
2605,168710.63100785235
1529,191607.69826807876
335,143703.36769396396
1287,127004.86909307641
31,85709.40701158991
1785,256473.76060772556
82,184016.9939828421
2620,118999.23527196227
252,213545.19373575915
721,52409.19702472462
2165,204446.6881910309
2316,182273.68357594372
775,132818.3291174558
1558,110203.9499356857
17,234094.79440270356
1022,242534.01212167167
925,115473.65433378224
438,282480.2353422055
1270,138220.310121301
1272,118697.17806118334
215,125768.06923531371
266,229340.51782358237
2402,264937.41925331287
1250,129718.42424230737
1984,113069.1967841846
1279,144937.42031938434
377,269885.26510105724
1252,162099.9372960589
2156,273776.86207343114
499,307554.9055639744
1374,140009.9565035243
2898,268537.085974872
401,102901.26857599808
2721,189596.16240590208
2078,234718.44068053763
2589,123088.20651653653
1946,251548.7508804069
1334,102594.21580830883
2781,258207.66624138373
431,347098.17969291774
576,207142.2842017495
1474,209864.59101737008
2254,154731.3972767795
2155,291915.29433132673
885,102454.28653217288
643,138835.26998971406
1944,130583.85133021724
480,210491.71295095517
2845,82052.81600275994
2387,307529.8739586227
2407,218042.7820603781
2527,178269.1444582681
2514,158301.82987520812
629,191013.2918474118
80,205428.60069168409
1876,145626.96679447588
1546,123744.45430189607
2518,181410.35761174126
2347,181793.51873965623
783,188587.8141974725
1322,28108.66668267324
194,66902.45729461379
1770,282506.6823091939
2143,133078.36035783493
1229,220972.16362142077
511,278715.52766199876
46,217445.81210662352
1348,198287.0444312416
2465,214511.62709705412
387,247803.89571758304
873,230227.67327110996
1918,114727.76644247945
2764,248335.7224863364
2184,125720.77444237962
934,149115.22451246934
1920,129597.4905091041
2631,157310.59299922045
1768,466458.57624072686
2040,100890.76708617643
1749,241337.18170287166
834,240054.3001431847
1457,249280.96385518278
79,118739.10441474029
2302,113262.84159241137
1817,134029.42238564964
2755,253609.38586386878
359,186465.19612875677
2059,112393.29086527057
2092,261603.9624007581
2516,265384.0011126407
150,116606.04595161107
1656,145098.94542002454
83,102882.033370678
2411,203584.91768715347
795,74952.47592929687
2312,253644.79674159831
2917,71601.28053396443
1624,191724.60644570223
2215,295837.3915073158
1211,162757.1044859855
1485,147993.59786467042
1024,178507.23948578772
570,182290.22191088347
2874,141489.4355505817
700,157325.79919651788
2756,227555.05832792682
2022,186998.17732453436
583,227893.00041063232
2392,320376.6836285528
2424,204134.1026559877
212,103315.94537693082
736,119105.31724922938
1610,175192.89069558782
890,123363.85722845179
467,182570.26911110416
578,268468.5608779639
1747,196455.75783409734
1149,162970.76312611168
2758,234163.90983784772
857,125286.59077799492
2219,270654.1733283446
733,135722.75117332852
2909,113753.15640311214
1798,277783.383622615
235,116057.04785834538
2366,124935.70814448854
1027,127911.35048687927
1195,124252.12945128942
1303,16248.172918374243
148,186270.61075787203
608,156417.17538314706
2515,218835.69343303188
821,275176.9423474035
2500,291473.8391967213
745,106728.54511814244
741,138570.75436605525
1611,147720.10530599582
2532,114673.9392031779
1081,215742.9380319231
1692,350578.4326160061
2520,190949.3423525596
276,111005.3303014999
1992,118677.12420891854
663,152.21209561702562
418,141853.58156001513
1733,202675.39754438322
2359,159377.75499905282
253,206314.13451651335
1518,196059.92386535942
2035,162328.12281129413
2919,52887.56528889589
1540,221730.47452078832
2120,155293.5437706166
1674,181486.09981272023
256,141914.17413629012
2361,91272.29247985306
978,64491.60206702238
2280,160405.15470905186
2095,230754.97239540404
1709,300232.34550409985
2801,243701.6450591935
1246,103834.4350722525
2373,112244.38686252237
1055,266299.8115679254
2017,112102.99293121736
1099,259063.34439488218
1344,80676.86312547352
835,190074.97371665124
1117,220993.49302471572
2043,90618.2366212451
2085,113779.7803226989
410,156698.5949056838
2650,113118.40675995409
2867,177379.31428119264
1668,118852.1337102082
1161,183144.574924788
2122,177531.50400720714
2539,131953.8599141035
1047,141072.16505853375
1445,129868.92284774338
541,134529.5490609296
569,210085.9322477623
1276,137094.64976877315
918,150363.17300806972
326,182039.1543777144
1936,118527.17960837286
895,85086.65056315935
257,147442.90868895358
1241,190725.28030264276
1545,122705.74419093222
1189,180364.3282527389
270,137373.81439731596
2066,207056.08856253672
693,103255.2493725647
1259,176463.23155904145
2916,156288.5948261789
2321,280493.24567914335
1977,113701.23137079683
1895,172888.9476996901
1240,169518.9217742396
85,155254.12690276877
1823,110540.52017520746
825,285821.4257147298
110,229555.13371369345
697,110848.68296864399
2297,102094.70670924167
1231,131716.54263929962
1355,127874.62070105923
968,309353.0688290158
584,236440.04148844528
1315,88335.05579074088
1606,142772.53200644828
206,95654.93303794455
1685,315214.39253432455
2016,127884.4881491568
869,222527.158554356
2135,124160.73954581146
2346,188647.63862376896
2430,219731.5015024769
2198,100534.78607160045
2652,118999.41728743314
27,99441.4162035477
241,179981.1186680722
906,121560.17628719797
1506,93348.83547686605
2098,338703.19694325386
1435,232510.44434611846
2213,129911.33231168415
1274,154405.24964205557
743,27066.52853518995
1737,206562.05129482938
2797,274824.9985412484
2185,57491.607456836326
58,195224.02097221595
830,206709.28095270795
808,124514.34220200416
680,154596.75041539464
1153,110903.64019692058
1291,115587.22172721438
1818,168859.16502260513
2161,198478.82092777677
1883,127738.29718027535
350,311511.6613532477
2473,168971.80780218108
295,163919.06924324678
293,200943.88484086192
859,129767.38325227908
288,49342.23460912914
1578,155052.00164886776
102,155022.50612679057
2831,173484.92494818344
1030,191559.5285098613
2551,134572.76016778965
1286,138851.6608969629
958,310094.8127124612
776,132070.04366557725
72,206935.52697158037
2263,267216.6772449665
1866,160222.76643113836
2876,65249.65532551956
2146,274809.55948237935
103,167218.19107632924
1500,141093.89808912846
492,205437.9782736382
167,133281.0638166363
2597,112512.63407899308
2685,124631.23739688244
1035,152950.34743520946
1220,49415.222803434386
2602,160418.96016453588
2159,236315.90778917013
695,135640.32240400015
1109,242793.1972579319
640,195491.8813106145
1652,161377.22079349626
2090,134431.4830519375
1188,208977.02175426824
2345,253196.05812022215
1059,345808.890266065
2751,249335.4008471079
128,190988.7462361354
1523,148619.8909457212
2925,171625.08920672632
2145,299264.31298664666
1121,246952.9536658293
566,288083.48726420803
565,229597.26274494806
1331,147358.3005303575
2928,125054.8252527816
156,137259.66306274562
797,153974.35108926994
327,68838.73934657712
2859,156282.27174834858
1453,108719.61840705565
1762,321356.18129148125
1868,228914.81465349332
1760,201622.3358595439
1113,271323.93221561634
1812,200248.84058351853
117,165112.90485396286
1142,222886.0651656787
2342,320786.1834179503
927,134418.08511556484
2478,209107.43162798721
655,58548.298934941355
2064,114313.97367982753
369,234033.71792381423
2239,132108.4091225302
2732,213726.5388827291
1653,170506.92814668713
959,218883.4890563525
2395,306266.0604552373
1412,91854.83478019055
271,261348.84768797117
1484,147993.59786467042
1497,127296.78681233607
552,170478.103686651
2,128721.4409218216
1855,273605.8308716093
4,253887.25366673598
2292,161822.07883517162
134,137126.4687953508
646,118377.5577998047
42,295656.00416880974
532,234710.53242861238
713,76275.76698291767
2561,125448.47297634179
2360,133537.81442186865
1333,107131.5996618848
1407,224681.7635653613
2892,288016.1057544972
574,219116.45933960666
1227,184671.59813468528
2591,254599.06818386345
1476,213989.97676626322
1125,272791.7131399334
1446,115129.4207506424
408,96450.0648180079
1101,284733.83488585625
2251,185318.8676395483
373,214949.23186565566
2554,132830.4592421164
2382,279811.2102072473
1985,54653.56074685312
519,232377.69896314354
1093,199453.9606174104
864,271961.0765953198
2889,144530.85324842608
2308,202897.73849570993
986,155455.46787843484
1302,164560.07470702278
585,167965.12297230886
2708,143246.6445376673
147,130692.27825898866
1441,231980.32037812183
383,170173.62099449875
285,166185.31754122008
181,108732.51770471549
358,174716.8750105238
780,175407.6639115026
258,224729.9981486737
1865,222296.52321794574
692,122455.33655455589
2902,310259.06073533
508,274897.8332859572
2638,144977.06316050238
36,148153.13557840607
611,181380.8790631791
2281,126926.77968759267
1678,116046.08095561684
1696,361949.6959344441
1557,48331.136139481125
2180,156991.36920401957
1726,229667.21723025382
951,159518.61098737203
267,241924.61715766587
2706,145254.48928901754
2221,215445.18662124753
1357,158037.73205564523
2901,300396.78029455396
347,214089.88264618002
2164,202890.64543942103
1586,288378.36064190627
360,177918.93922998858
1769,243216.6202468161
2617,192027.75287119442
1879,150754.7602507793
991,225651.58155258614
1535,119816.21370948039
1191,148623.92821809076
1579,213838.9436140244
1882,149569.33956544063
1510,122263.04217120036
2196,155273.65479439325
1845,165344.86953949483
2336,347543.00530429126
942,84537.96551556603
861,125571.69225566892
2555,92622.04033303505
1392,154161.90277728104
2099,276459.7854131805
1543,124499.2902342261
948,257739.47263902045
1239,159739.3572957814
22,201714.5361967767
2796,243789.4825825219
2747,184974.3187584712
92,285826.47181998135
210,172991.7308590662
1858,211612.8049453985
2228,189076.98632045256
447,227060.5774218144
827,242009.126019115
1649,219812.81625372454
682,141854.96288867577
2698,124452.91060837041
494,195695.52053828814
214,96089.15882619153
2441,251346.26077174224
2679,113943.50421360708
1336,118010.96837048756
465,201352.9411554799
1524,145046.97192256802
2543,121056.8088861994
631,123541.49273497166
2452,305178.7210574695
228,165716.57329561005
126,146928.27005027336
1092,218123.22937301305
1122,222988.0372009525
932,213599.1385181983
1980,61670.948258503835
2171,102012.24005682833
551,160484.88178287292
2768,188650.28957056158
2056,114962.67843690739
1159,342182.93569577497
2645,112883.98339526542
1174,180111.19056642256
2266,227529.52531850696
2462,340944.5896557586
1219,125031.32826478744
2922,188485.29978659048
118,141370.86629825618
474,196559.5800218267
2576,165830.3955560938
872,284045.6891809568
1077,240235.48112937555
1536,151118.0876469056
1150,130371.90446411431
2341,294364.1303318072
1931,134014.43400376584
2785,130414.28388173098
2538,122919.61655447003
597,227443.73424964977
464,190197.5028408279
233,231904.47236425595
2169,136563.0657673533
2123,171776.74841860312
1867,172545.331127863
137,276975.699707631
515,233494.06008413844
933,123555.4071298799
2784,168632.1024375568
972,157589.7328966882
599,179988.75142940562
2614,128694.29665633352
2582,130667.99169392543
1409,178607.54479255408
175,79319.644490606
352,234208.5486421256
976,69526.38787483951
2134,208466.87499670128
984,104874.58303381052
2396,321282.0202657612
1673,156266.88051717266
404,112770.00816248314
607,168860.1824224945
814,148704.86974635444
868,209900.0134036489
2271,205258.3170261154
1633,222969.3467735893
337,192943.79836746686
2765,183535.22051168603
1746,240938.61270447515
368,302052.66031156864
2806,214176.33143180193
1662,194377.81942663869
1234,211532.2860641988
1373,140656.55237213257
1672,100644.06100279329
1939,123220.83109082194
